name,sex,first,second
ARCHANA,F,44,0
CHRISTEL,F,44,35
CHRISTELLE,F,44,19
EMMANUELA,F,44,14
HA,F,44,17
IARA,F,44,14
JOCELYN,F,44,12
LEONOR,F,44,55
LEXI,F,44,7
LILYA,F,44,3
LUISE,F,44,108
LYUBA,F,44,0
MARAL,F,44,0
MARITES,F,44,0
MILANIA,F,44,2
MISZEL,F,44,12
NALA,F,44,5
RUTENDO,F,44,32
RUVIMBO,F,44,20
SHIVANI,F,44,2
SİNEM,F,44,8
TAKHMINA,F,44,0
TATENDA,F,44,42
THỊ HIỀN,F,44,0
TOVA,F,44,31
VIVIANNA,F,44,7
XENIYA,F,44,0
YARINA,F,44,0
ZINOVIYA,F,44,0
ŚWIETŁANA,F,44,4
ADVA,F,43,2
AINHOA,F,43,10
AURÉLIE,F,43,16
AVIVA,F,43,8
BRIGITTA,F,43,24
CANAN,F,43,5
CARLOTTA,F,43,18
CECILE,F,43,29
DESIREE,F,43,23
FREDA,F,43,40
GALA,F,43,11
INOCENTA,F,43,15
JESSIE,F,43,13
KIRSTEN,F,43,13
LIALIA,F,43,0
LING,F,43,10
LUCYLLA,F,43,18
MADONNA,F,43,5
MYKHAILINA,F,43,0
NATAŠA,F,43,0
NINI,F,43,0
NOÉMIE,F,43,9
PAOLA ANDREA,F,43,0
PILAR,F,43,49
RAIANA,F,43,0
RESHMA,F,43,0
SADIA,F,43,4
SATENIK,F,43,0
THI HIEN,F,43,0
VIRONIKA,F,43,0
VÉRONIQUE,F,43,31
ZENIA,F,43,20
ZINAYIDA,F,43,0
ZORINA,F,43,0
ANELIYA,F,42,0
ARAILYM,F,42,0
AYSU,F,42,3
BERFİN,F,42,11
BERNA,F,42,8
CONSTANZA,F,42,38
DILDORA,F,42,0
ELIS,F,42,0
EMELIE,F,42,6
EVANGELIA,F,42,7
FIRUZA,F,42,0
GOSIA,F,42,31
HOA,F,42,44
ILEANA,F,42,15
KORNELIIA,F,42,2
LEYA,F,42,3
LUH,F,42,25
MALIA,F,42,10
MARINELA,F,42,7
MINH ANH,F,42,7
MORGANE,F,42,9
NATELLA,F,42,0
NAZGUL,F,42,0
NI MADE,F,42,0
OKTAVIA,F,42,7
POPPY,F,42,21
RADMYLA,F,42,0
SANJA,F,42,3
SCARLET,F,42,33
THAIS,F,42,8
THI THU,F,42,0
VESTA,F,42,0
VIRSAVIIA,F,42,0
XIAOLI,F,42,0
YUE,F,42,2
ALIANA,F,41,9
AMANDINE,F,41,10
ARANKA,F,41,8
ASLIHAN,F,41,0
ASTRIDA,F,41,13
AYDAN,F,41,4
AYSHA,F,41,6
AYTAJ,F,41,0
BATIA,F,41,10
CAROLE,F,41,26
CHARITY,F,41,9
DEEPA,F,41,0
ELISAVETA,F,41,0
ELOISE,F,41,22
HANAN,F,41,2
JAGA,F,41,13
JIA,F,41,5
JOSEFINE,F,41,42
KALPANA,F,41,0
KNARIK,F,41,0
LIRI,F,41,2
MANJU,F,41,0
MARFA,F,41,0
MARIAN,F,41,27
META,F,41,16
MYRA,F,41,8
NA,F,41,3
QUYNH ANH,F,41,2
REVITAL,F,41,0
SNIEZHANA,F,41,0
SÜMEYYE,F,41,6
THEODORA,F,41,25
THỊ NGA,F,41,0
THỊ TRANG,F,41,0
TSITSINO,F,41,0
TUBA,F,41,4
VERENA,F,41,23
YESIENIIA,F,41,0
ŞEVVAL,F,41,9
ŻANET,F,41,14
AILA,F,40,6
AIZA,F,40,0
AMRITA,F,40,8
ANGHELINA,F,40,0
DAHLIA,F,40,2
DANIA,F,40,5
DAREJAN,F,40,0
DOREEN,F,40,22
ELI,F,40,6
ELINOR,F,40,10
ELITA,F,40,2
ELSIE,F,40,27
ELWINA,F,40,19
ETER,F,40,0
FATIMAH,F,40,6
GIADA,F,40,2
HAZAL,F,40,18
ILONNA,F,40,0
JIMENA,F,40,31
JONALYN,F,40,0
JUAN,F,40,0
KATHERINA,F,40,23
LENNA,F,40,4
LILE,F,40,0
LIORA,F,40,2
LUCYLIA,F,40,14
LYLA,F,40,9
MARIA ALEJANDRA,F,40,0
MARY JANE,F,40,0
MELANY,F,40,2
MOLDIR,F,40,0
NAZI,F,40,0
PARASCOVIA,F,40,0
RABİA,F,40,3
RASHMI,F,40,5
REMIGIA,F,40,16
RENARDA,F,40,10
ROMANIA,F,40,16
ROSWITHA,F,40,7
RUI,F,40,0
SHAKHNOZA,F,40,0
SHERYL,F,40,0
SYLWIANA,F,40,18
THI THANH,F,40,0
THỊ HÀ,F,40,0
TOLISŁAWA,F,40,6
TOMIRIS,F,40,0
TRANG,F,40,65
YASENIYA,F,40,0
ÖYKÜ,F,40,2
ABBY,F,39,4
ANUSHA,F,39,2
AYANA,F,39,3
CAMELIA,F,39,19
CASANDRA,F,39,9
CEYDA,F,39,8
CEZARA,F,39,19
DAPHNA,F,39,0
DESPINA,F,39,14
DILIARA,F,39,0
DOBIESŁAWA,F,39,28
DÓRA,F,39,3
ELFRIDA,F,39,13
ELIZAWETA,F,39,2
ELIŠKA,F,39,3
EMINA,F,39,2
EVITA,F,39,9
GEFEN,F,39,0
GEORGIANA,F,39,21
GILA,F,39,8
HALA,F,39,8
HÜLYA,F,39,8
IELIZAVETA,F,39,0
ISADORA,F,39,14
JARYNA,F,39,9
KAROLÍNA,F,39,2
KRISTÝNA,F,39,0
LEONI,F,39,9
LIAN,F,39,7
LILJANA,F,39,12
LITAL,F,39,0
LIYANA,F,39,4
MABEL,F,39,86
MAGNOLIA,F,39,8
MARIA JOSE,F,39,0
MIRABELA,F,39,19
NATÁLIE,F,39,0
NI KETUT,F,39,0
NIGORA,F,39,0
NIKANDRA,F,39,7
NISA,F,39,14
RAHEL,F,39,21
ROSINA,F,39,11
SANDRA MILENA,F,39,0
SORINA,F,39,5
TINATINI,F,39,0
VIRGINIE,F,39,18
WLADYSLAWA,F,39,21
YESSICA,F,39,0
YOLANA,F,39,0
ASHANTI,F,38,12
ASTGHIK,F,38,0
AYTAN,F,38,0
CATHARINA,F,38,36
CEZARIA,F,38,39
DEEPIKA,F,38,3
EDELTRUDA,F,38,6
EIRINI,F,38,9
ELEKTRA,F,38,47
ELISABET,F,38,53
EVELYNE,F,38,17
HOPE,F,38,145
ILIA,F,38,6
IMANE,F,38,5
ISAURA,F,38,20
JENNA,F,38,7
JOLANTYNA,F,38,24
JULIETH,F,38,87
JULIYA,F,38,0
KALA,F,38,14
KATRINE,F,38,19
LAIMA,F,38,3
MARGUERITE,F,38,64
MARILOU,F,38,0
MAXINE,F,38,34
MAYIA,F,38,0
MEITAL,F,38,6
MICHELLA,F,38,5
NAZERKE,F,38,0
NGOC ANH,F,38,2
NIKKI,F,38,5
NURGUL,F,38,0
PARIS,F,38,30
RAMA,F,38,3
RHEA,F,38,9
RIYA,F,38,4
RONY,F,38,0
ROSSANA,F,38,10
SEHER,F,38,4
SELWINA,F,38,20
THI DUNG,F,38,0
THỊ DUNG,F,38,0
TSIALA,F,38,0
YENNY,F,38,0
YIFAT,F,38,0
YUKI,F,38,7
ZLATKA,F,38,0
ABRIL,F,37,23
AKSENIIA,F,37,0
ALITSYIA,F,37,0
ALTYNAI,F,37,0
AMELA,F,37,14
ANNALISA,F,37,2
ANOUK,F,37,16
ARMANDA,F,37,21
ATINA,F,37,32
AYGUN,F,37,0
BERNADA,F,37,24
BRITTANY,F,37,5
BUKET,F,37,7
CHARLIE,F,37,17
CHEYENNE,F,37,8
CORA,F,37,18
DVORA,F,37,25
ELFRIEDA,F,37,34
ELFRIEDE,F,37,41
EURYDYKA,F,37,53
FIORELLA,F,37,19
HAYLEY,F,37,14
HEIDY,F,37,0
HELA,F,37,10
HILAL,F,37,8
ILAYDA,F,37,7
INAYA,F,37,4
IRINI,F,37,4
JILL,F,37,17
JINGJING,F,37,0
JUDY,F,37,12
KARMELITA,F,37,8
KATARYNA,F,37,0
KATHARINE,F,37,34
LAURE,F,37,25
LETÍCIA,F,37,5
LIZ,F,37,21
LUTOSŁAWA,F,37,17
MARJORIE,F,37,13
MATA,F,37,2
MATEA,F,37,13
MELİSA,F,37,6
MERIAM,F,37,7
MIGLENA,F,37,0
MORENA,F,37,10
RADKA,F,37,0
RAFAELLA,F,37,21
RAISSA,F,37,8
RANDIA,F,37,18
REEM,F,37,2
SMADAR,F,37,0
SRI,F,37,27
THI HANG,F,37,0
THI LOAN,F,37,0
TING,F,37,7
VANDANA,F,37,2
WASILIKI,F,37,6
YALI,F,37,0
YEFROSYNIIA,F,37,0
YEVA-MARIIA,F,37,0
YULIYANA,F,37,0
ZBYSŁAWA,F,37,33
AKIKO,F,36,3
ALISIYA,F,36,0
ANANYA,F,36,0
ANCA,F,36,2
ANDRZEJA,F,36,42
APARNA,F,36,0
ARTEMIS,F,36,17
AYSE,F,36,19
CLARE,F,36,58
CLARISSE,F,36,5
CLEMENTINE,F,36,24
DALICJA,F,36,0
DILEK,F,36,7
DYONIZA,F,36,35
ELONA,F,36,2
GRACJANNA,F,36,25
IDIT,F,36,0
ILZE,F,36,2
JAMIE,F,36,10
KAI,F,36,7
KARMINA,F,36,7
KRISTÍNA,F,36,0
LAJLA,F,36,17
LAKSHMI,F,36,37
LISBETH,F,36,29
LORIN,F,36,10
MAHA,F,36,0
MAIYA,F,36,2
MANE,F,36,0
MELIS,F,36,12
MICHELL,F,36,30
MILKA,F,36,7
MIRENA,F,36,10
MIŁANA,F,36,0
NASIBA,F,36,0
NICOLLA,F,36,5
OLIVE,F,36,15
PANASHE,F,36,16
PELIN,F,36,5
PELİN,F,36,5
POLIANA,F,36,0
POONAM,F,36,0
RADHIKA,F,36,10
REINA,F,36,8
RIA,F,36,8
RIANNA,F,36,0
ROXANE,F,36,9
RÓŻAMARIA,F,36,4
SALIMA,F,36,8
SILKE,F,36,7
SVETLA,F,36,0
THI HONG,F,36,2
THỊ PHƯƠNG,F,36,0
UMIDA,F,36,0
YAZMIN,F,36,10
YESENIYA,F,36,0
ZARETA,F,36,0
ZELDA,F,36,20
ZHANETA,F,36,0
AGA,F,35,12
AHNIYA,F,35,0
AKMARAL,F,35,0
ALEXANDRINA,F,35,3
ANDRÉA,F,35,10
ANGELIKI,F,35,3
ARIELLE,F,35,13
BAŞAK,F,35,7
BERNATA,F,35,26
BOŽENA,F,35,0
BÉATRICE,F,35,12
CARA,F,35,11
CINTIA,F,35,4
DEBRA,F,35,7
ELLADA,F,35,0
EMMANUELLE,F,35,37
ERZSÉBET,F,35,6
ESME,F,35,10
FEDORA,F,35,0
FELICITY,F,35,21
FERIDE,F,35,0
FLOR,F,35,18
GIL,F,35,2
GÖKÇE,F,35,12
JAGUSŁAWA,F,35,5
JIAYI,F,35,3
KAJETANA,F,35,15
KUDZAI,F,35,16
KYLA,F,35,4
LENI,F,35,12
LOTTE,F,35,17
MARIELLA,F,35,10
MARTA-MARIIA,F,35,0
MILLENA,F,35,5
MILLY,F,35,12
MINNA,F,35,18
MIRIA,F,35,9
MISZELA,F,35,11
MYLA,F,35,2
NITA,F,35,3
NOÉMI,F,35,6
OLEKSANDR,F,35,0
OPHELIA,F,35,16
PARVANA,F,35,0
PATIMA,F,35,0
RENALDA,F,35,17
RIHANNA,F,35,8
SAKINA,F,35,8
SAPANA,F,35,0
SHREYA,F,35,2
SHRUTI,F,35,0
SINEM,F,35,4
SURA,F,35,6
VAN,F,35,21
VILINA,F,35,0
YOLANTA,F,35,14
AGNESA,F,34,0
AISHE,F,34,2
ALTYNAY,F,34,0
AMINATA,F,34,7
ANALYN,F,34,0
ANNEMARIA,F,34,18
ANUSHKA,F,34,4
ASIYA,F,34,0
BERMET,F,34,0
BEÁTA,F,34,2
BOHUSLAVA,F,34,0
CHAYA,F,34,31
CLEO,F,34,19
COURTNEY,F,34,13
DANIKA,F,34,5
ELLENA,F,34,9
EMELY,F,34,6
ESFIR,F,34,0
FEYZA,F,34,8
FLORINA,F,34,13
GULZHAN,F,34,0
HABRIELLA,F,34,0
HALIMA,F,34,17
HERMINE,F,34,9
HILLA,F,34,0
HUYEN,F,34,28
KASJA,F,34,13
KHAIALA,F,34,0
KHEDI,F,34,0
LAIA,F,34,4
LAMARA,F,34,2
LARYSSA,F,34,10
LEANDRA,F,34,22
LEI,F,34,2
LEONILA,F,34,3
LESZKA,F,34,13
LUSIA,F,34,11
MAREN,F,34,9
MARGAUX,F,34,12
MARIA-MAGDALENA,F,34,6
MIRI,F,34,0
MIRIANA,F,34,6
MZEVINAR,F,34,0
NAINA,F,34,7
NARE,F,34,0
NEDA,F,34,2
ROCHELLE,F,34,13
SANDHYA,F,34,0
SEEMA,F,34,0
SELIMA,F,34,0
SEOYEON,F,34,3
SEVINCH,F,34,0
SHABNAM,F,34,2
SHIRAN,F,34,0
SULTAN,F,34,23
SUSHMA,F,34,0
SYMBAT,F,34,0
SZARLOTTA,F,34,39
TARIRO,F,34,34
THI LAN,F,34,0
THỊ HOA,F,34,0
TURKAN,F,34,2
XIAOYAN,F,34,0
XIMENA,F,34,43
YOKO,F,34,9
ZINEB,F,34,4
ADÉLA,F,33,0
AGRYPINA,F,33,28
AISULU,F,33,0
ANALIA,F,33,17
ANASTACIA,F,33,10
ANJANA,F,33,0
ANKE,F,33,3
AVELINA,F,33,2
AYAULYM,F,33,0
BEATRIX,F,33,24
CHANELLE,F,33,5
CHARMAINE,F,33,11
COLLEEN,F,33,21
DANUSIA,F,33,19
DARA,F,33,9
EGANA,F,33,0
EMEL,F,33,6
EMESE,F,33,10
FANG,F,33,2
FLÁVIA,F,33,0
FUNDA,F,33,2
HAFSA,F,33,3
HANG,F,33,26
HRIPSIME,F,33,0
IARYNA,F,33,0
JELIZAWIETA,F,33,0
JIN,F,33,23
KAILA,F,33,2
KEIKO,F,33,6
KIRAN,F,33,15
LUCIJA,F,33,9
MAGDALÉNA,F,33,7
MARIA FERNANDA,F,33,0
MATANAT,F,33,0
MIKAYLA,F,33,9
MUNA,F,33,0
NARCISA,F,33,6
NEILA,F,33,9
NIKOLETT,F,33,6
NOLA,F,33,4
NURANA,F,33,0
PING,F,33,7
RACHAEL,F,33,21
RINAT,F,33,3
ROSEMARY,F,33,33
RUMYANA,F,33,0
SAMARA,F,33,11
SANIYA,F,33,0
TANYARADZWA,F,33,23
THỊ HỒNG,F,33,0
TOMOKO,F,33,0
WILLOW,F,33,17
YUN,F,33,4
ZIV,F,33,4
ADITI,F,32,3
AFSANA,F,32,0
ALEFTYNA,F,32,0
ALIAUTSINA,F,32,0
ALICA,F,32,5
ALSU,F,32,0
ANAR,F,32,0
ARMENUHI,F,32,0
ASENA,F,32,11
ASSIA,F,32,4
AYAZHAN,F,32,0
BELEN,F,32,112
BENEDETTA,F,32,6
BONNIE,F,32,12
BRIGITA,F,32,0
DAINA,F,32,5
DANIJELA,F,32,0
DEISY,F,32,0
DIANA MARCELA,F,32,0
DILNOZA,F,32,0
DURU,F,32,8
EDUARDA,F,32,30
GENIA,F,32,16
GERGANA,F,32,3
HAJAR,F,32,2
HENRIETTE,F,32,28
HIBA,F,32,0
IKA,F,32,6
ILDIKÓ,F,32,3
JORDANA,F,32,10
JŪLIJA,F,32,0
LEENA,F,32,11
LEJA,F,32,8
LEONIŁA,F,32,3
LIEIA,F,32,0
LIVIIA,F,32,0
LORNA,F,32,9
MAKVALA,F,32,0
MALAIKA,F,32,15
MEERIM,F,32,0
MERY,F,32,25
MIREILLE,F,32,20
MORA,F,32,4
NAIMA,F,32,13
NAWOJA,F,32,18
NAZILA,F,32,2
NESLIHAN,F,32,4
NI NYOMAN,F,32,0
NIAMH,F,32,40
NOELA,F,32,14
RAJANA,F,32,0
ROZALINA,F,32,5
SABA,F,32,45
SAFA,F,32,3
SALINA,F,32,4
SHALINI,F,32,6
SIRANUSH,F,32,0
SONGÜL,F,32,0
SONITA,F,32,8
SORAJA,F,32,8
TALITA,F,32,14
TAYISIYA,F,32,0
THALIA,F,32,4
THAO,F,32,25
THELMA,F,32,5
TIZIANA,F,32,10
TOM,F,32,0
VENESSA,F,32,11
XINYI,F,32,0
XUE,F,32,0
YUANYUAN,F,32,0
YUKA,F,32,2
ZULFIYA,F,32,0
ADRIANE,F,31,4
AIYM,F,31,0
ALAA,F,31,5
ANHELYNA,F,31,0
AREVIK,F,31,3
ASMAA,F,31,0
ASMIK,F,31,0
AYLİN,F,31,0
CANDICE,F,31,5
CARINE,F,31,8
CEMRE,F,31,8
CLÁUDIA,F,31,5
DELILAH,F,31,6
DIÁNA,F,31,0
EDINA,F,31,3
ELZARA,F,31,0
EMMY,F,31,5
GABIJA,F,31,0
GÜLŞAH,F,31,0
ILLIA,F,31,2
ISHA,F,31,6
JOLANDA,F,31,17
JUN,F,31,4
KARLYGASH,F,31,0
KAYLEIGH,F,31,4
KETINO,F,31,0
KRISTEN,F,31,9
KRISTYNA,F,31,6
LAMZIRA,F,31,0
LIESELOTTE,F,31,13
LOREN,F,31,19
MARIIA-VIKTORIIA,F,31,0
MEIRAV,F,31,0
MELİS,F,31,3
NAYLA,F,31,8
NGỌC,F,31,30
NIKODEMA,F,31,23
NUNU,F,31,0
PANAGIOTA,F,31,8
PARASKIEWIA,F,31,8
PUTU,F,31,33
QI,F,31,2
RAJA,F,31,7
RAMYA,F,31,0
REKHA,F,31,5
ROSTYSLAVA,F,31,0
SAFIRA,F,31,10
SAMA,F,31,0
SAMAR,F,31,5
SELENE,F,31,9
SERAP,F,31,3
SUSANNAH,F,31,7
SİMGE,F,31,5
THỊ HẠNH,F,31,0
TÍMEA,F,31,5
ULLA,F,31,12
VIALETA,F,31,0
XIAO,F,31,0
YASMEEN,F,31,7
YORDANA,F,31,0
AMANI,F,30,10
AMBRA,F,30,5
ANGE,F,30,11
ANNETTA,F,30,5
ANTJE,F,30,7
ASHWINI,F,30,0
AURELIE,F,30,8
AYGUL,F,30,0
CASEY,F,30,8
CEYLAN,F,30,5
CORAL,F,30,5
CORALIE,F,30,8
DANIIELA,F,30,0
DANISŁAWA,F,30,6
DARYIA,F,30,0
DEMI,F,30,5
DZHAMILIA,F,30,0
EDELGARD,F,30,17
ELMA,F,30,9
FANI,F,30,9
FANIA,F,30,2
GIANNA,F,30,15
GILDA,F,30,14
GIOIA,F,30,11
GIOVANA,F,30,0
GULSHAN,F,30,0
HANNE,F,30,4
HEORHINA,F,30,0
INNESA,F,30,0
JIAQI,F,30,0
JIEUN,F,30,0
KAROLIN,F,30,6
KOMAL,F,30,0
LALE,F,30,0
LILIBETH,F,30,5
LUDOVICA,F,30,2
LÍVIA,F,30,0
MACARENA,F,30,13
MI,F,30,32
MIRAY,F,30,5
MIRYAM,F,30,13
MISS,F,30,0
NARINA,F,30,2
NIRMALA,F,30,0
ORIONA,F,30,13
ORTAL,F,30,0
RAKSANA,F,30,0
RANI,F,30,52
ROSITSA,F,30,0
ROZITA,F,30,11
SALOMIIA,F,30,0
SANIA,F,30,4
SARINA,F,30,4
SHARMILA,F,30,2
STEFANY,F,30,15
SUSMITA,F,30,0
SYNTHIA,F,30,2
TAISJA,F,30,0
THI HUYEN,F,30,0
TIJANA,F,30,0
VARDUHI,F,30,2
YENIFER,F,30,0
ZDENKA,F,30,2
ZHANETTA,F,30,0
ZIVA,F,30,7
ZULA,F,30,9
İPEK,F,30,8
AIZADA,F,29,0
AMI,F,29,4
ANASTASSIA,F,29,5
ANITTA,F,29,8
ARBEL,F,29,0
ASMAT,F,29,0
AYSUN,F,29,2
AYTEN,F,29,3
BRIANNA,F,29,8
BRITTA,F,29,13
CHERRY,F,29,3
CINTHIA,F,29,3
DOMNIKA,F,29,0
HAJNALKA,F,29,3
HENIA,F,29,12
HIEN,F,29,22
HIROKO,F,29,2
IMEN,F,29,4
JENIFFER,F,29,8
JITKA,F,29,0
JUANITA,F,29,9
KARDELEN,F,29,7
KATY,F,29,11
LILLIANNA,F,29,5
LOAN,F,29,18
LUZIE,F,29,27
MAFTUNA,F,29,0
MARIKO,F,29,5
MARJANA,F,29,0
MARLETA,F,29,8
MEGHA,F,29,0
MEGHAN,F,29,5
MINE,F,29,4
NAVA,F,29,4
NERINGA,F,29,0
NEYLA,F,29,0
NHUNG,F,29,25
OLENKA,F,29,13
PASCALE,F,29,26
PELAHEIA,F,29,0
PREETI,F,29,0
RIM,F,29,12
ROSALINDA,F,29,7
ROSELYN,F,29,5
RUMEYSA,F,29,2
SABRYNA,F,29,6
SARI,F,29,9
SAYA,F,29,3
SEMRA,F,29,3
SEVDALINA,F,29,0
SEVGI,F,29,8
SHANSHAN,F,29,0
SHWETA,F,29,0
SIGRIDA,F,29,9
SITI,F,29,0
STANISLAWA,F,29,84
SUJATA,F,29,2
SZILVIA,F,29,5
TABITA,F,29,7
TADIWANASHE,F,29,32
THI HA,F,29,0
THI HANH,F,29,0
THI LIEN,F,29,0
THỊ HƯỜNG,F,29,0
THỊ NHUNG,F,29,0
THỊ THÚY,F,29,0
THỊ THẢO,F,29,0
THỊ VÂN,F,29,0
TINGTING,F,29,4
VARSHA,F,29,0
VIACHESLAVA,F,29,0
XI,F,29,3
XIA,F,29,2
YUXIN,F,29,0
ZHANEL,F,29,0
ZURA,F,29,0
AIGIUN,F,28,0
AISHWARYA,F,28,2
ALITA,F,28,5
AMALYA,F,28,3
ANARA,F,28,0
ANASTASYA,F,28,0
ANISHA,F,28,3
ANTOANETA,F,28,0
ARTEMIDA,F,28,17
ARYIANA,F,28,0
BASTI,F,28,0
BESTE,F,28,3
BOJANA,F,28,2
BRIANA,F,28,3
CHARLENE,F,28,6
CHIOMA,F,28,71
DILAN,F,28,13
DILYARA,F,28,0
EDELTRAUTA,F,28,9
ELZHBETA,F,28,0
EMILIANNA,F,28,6
FELICYTAS,F,28,11
GABRYJELA,F,28,40
GAIANE,F,28,0
GILLIAN,F,28,14
GORDANA,F,28,2
HAJNAL,F,28,0
HAYAT,F,28,5
ILANIT,F,28,3
JEWA,F,28,0
JEĻENA,F,28,0
JOSÉPHINE,F,28,24
KATELYN,F,28,3
KATINA,F,28,5
KETI,F,28,0
KHLOE,F,28,8
KSIENIIA,F,28,0
LEANNE,F,28,20
LETTY,F,28,10
LIEN,F,28,18
LILIEN,F,28,3
LORINA,F,28,2
LOTEM,F,28,0
MAEVE,F,28,20
MAKSYM,F,28,0
MARIVIC,F,28,0
MAXIMA,F,28,18
MAYSA,F,28,3
MEENA,F,28,0
MIKHALINA,F,28,0
MIRKA,F,28,13
MYLENE,F,28,2
MÁRCIA,F,28,6
NAN,F,28,3
NIHAL,F,28,0
NUTSA,F,28,0
ODA,F,28,14
ORSOLYA,F,28,8
PAULA ANDREA,F,28,0
PELAHIIA,F,28,0
QING,F,28,3
RENU,F,28,0
RINATA,F,28,0
RIZA,F,28,0
RUVARASHE,F,28,23
SAIRA,F,28,3
SAMINA,F,28,2
SAMJHANA,F,28,0
SAVANNA,F,28,4
SHRADDHA,F,28,0
SKARLET,F,28,10
SKYLA,F,28,2
SKYLAR,F,28,7
STACY,F,28,9
TAFADZWA,F,28,25
TASNIM,F,28,9
TONI,F,28,12
TUǦBA,F,28,0
USHA,F,28,2
VALERIJA,F,28,0
VOLGA,F,28,0
WALTRUDA,F,28,6
YEKATIERINA,F,28,0
YULIETH,F,28,58
ZOHRA,F,28,27
ŁESIA,F,28,2
ABIR,F,27,4
ADRIENNE,F,27,13
AFRODITI,F,27,11
AGNĖ,F,27,0
AKERKE,F,27,0
ALEXANDRIA,F,27,19
ANABELA,F,27,14
ANDRA,F,27,7
ANDRII,F,27,0
ANDRONA,F,27,16
ANNELIES,F,27,8
ANNELIZA,F,27,4
ANNI,F,27,8
ANTOINETTE,F,27,66
ARIKA,F,27,9
ARISA,F,27,10
ASHLEIGH,F,27,10
BRIDGET,F,27,25
BROOKE,F,27,28
CRISTIANA,F,27,3
DALMA,F,27,8
DANKA,F,27,7
DASZA,F,27,3
DEA,F,27,4
ELKA,F,27,7
ELLY,F,27,13
ESPERANZA,F,27,52
EVDOCHIA,F,27,0
FILIPA,F,27,66
FILIZ,F,27,5
GLENDA,F,27,3
GOSŁAWA,F,27,14
HEBA,F,27,0
HOUDA,F,27,3
IFAT,F,27,0
INGEBURG,F,27,10
INGEBURGA,F,27,4
IREN,F,27,6
JOLANTHE,F,27,20
JONA,F,27,5
JUNE,F,27,71
JÉSSICA,F,27,0
KONSUELA,F,27,26
KRISHNA,F,27,15
KRISTĪNE,F,27,0
LADY,F,27,0
MANUELLA,F,27,6
MARET,F,27,3
MARGIE,F,27,0
MARGRET,F,27,15
MARIA DE LOS ANGELES,F,27,0
MARUSIA,F,27,5
MIHO,F,27,0
MÜGE,F,27,5
NAIDA,F,27,0
NESTAN,F,27,0
OANH,F,27,20
ORA,F,27,5
PALLAVI,F,27,5
RADHA,F,27,10
RADOCHNA,F,27,34
RALUCA,F,27,11
RAZ,F,27,3
RITTA,F,27,12
ROBYN,F,27,25
RONG,F,27,2
RONNY,F,27,0
RUBI,F,27,11
SAI,F,27,11
SANAA,F,27,4
SANITA,F,27,0
SHANY,F,27,3
SONATA,F,27,3
SUPRIYA,F,27,0
SWETLANA,F,27,3
THI HUE,F,27,0
THI NGA,F,27,0
THỊ LAN,F,27,0
THỊ THU,F,27,0
ULKAR,F,27,0
WHITNEY,F,27,8
WILHELMA,F,27,9
WITALINA,F,27,0
YONA,F,27,13
YUAN,F,27,2
YUJIN,F,27,0
YUMI,F,27,7
ZENONIA,F,27,4
AN,F,26,40
ANELYA,F,26,0
AOIFE,F,26,40
ASSIYA,F,26,0
AXENIA,F,26,0
BALWINA,F,26,19
BANU,F,26,13
BERFIN,F,26,12
BONAWENTURA,F,26,25
BUSHRA,F,26,0
CLOE,F,26,10
CRISTINE,F,26,20
DESTINY,F,26,13
DEVI,F,26,99
DIVINE,F,26,3
EGLĖ,F,26,0
EMMANUELLA,F,26,9
EWANGELINA,F,26,8
GERTA,F,26,15
GONI,F,26,0
HABIBA,F,26,5
HACER,F,26,3
HARPER,F,26,27
ILMIRA,F,26,0
IPEK,F,26,6
JANULA,F,26,3
JOELLE,F,26,15
KATALEYA,F,26,12
KATHERIN,F,26,16
KAVYA,F,26,0
KAYLEE,F,26,10
KEILA,F,26,2
KEYLA,F,26,0
KHANH,F,26,12
LAURIE,F,26,4
LEEN,F,26,3
LEONTINA,F,26,2
LEOPOLDYNA,F,26,47
LIPING,F,26,0
LISE,F,26,20
LUCREZIA,F,26,4
MACIEJA,F,26,29
MAIKE,F,26,0
MANAL,F,26,3
MARITZA,F,26,15
MARIYANA,F,26,2
MARZHAN,F,26,0
MENG,F,26,0
MIKI,F,26,4
MILDA,F,26,7
MILOSLAVA,F,26,0
MIRIAN,F,26,6
MUNIRA,F,26,2
MÔNICA,F,26,0
NAIA,F,26,3
NOTBURGA,F,26,16
OANA,F,26,6
PERIZAT,F,26,0
PRAMILA,F,26,0
QUYNH,F,26,14
RAIA,F,26,0
RAZET,F,26,0
ROSARIO,F,26,24
RUSUDANI,F,26,0
RŪTA,F,26,0
SALA,F,26,2
SAMAL,F,26,0
SANTINA,F,26,9
SATSITA,F,26,0
SINA,F,26,2
SOFIIA-MARIIA,F,26,0
SOŇA,F,26,0
STEFKA,F,26,0
SULTANA,F,26,18
TAHMINA,F,26,3
TAINA,F,26,4
TALY,F,26,0
THI MAI,F,26,0
THI NHUNG,F,26,0
THI THAO,F,26,0
THỊ HUYỀN,F,26,0
THỊ THANH,F,26,2
TOMIŁA,F,26,10
VAFA,F,26,0
VALÉRIE,F,26,14
VANINA,F,26,17
WINNIE,F,26,4
WITALIA,F,26,11
XUAN,F,26,10
YOANNA,F,26,8
ZHYLDYZ,F,26,0
ADELAIDE,F,25,22
ADILA,F,25,0
AGLAIA,F,25,0
AHNESHKA,F,25,0
AHUVA,F,25,9
ALARA,F,25,11
ALEENA,F,25,4
ALIIE,F,25,0
