name,sex,first,second
HERBERT,M,2503,1336
ALI,M,2487,885
ANATOL,M,2482,719
MATTHEW,M,2459,732
MIRON,M,2459,671
OREST,M,2447,211
LIUBOMYR,M,2427,8
KORNELIUSZ,M,2426,812
JONASZ,M,2421,709
ANTHONY,M,2410,1673
JUAN,M,2410,147
VLADISLAV,M,2394,6
ARON,M,2379,664
WILHELM,M,2358,3536
XAVIER,M,2343,429
NIKOLAS,M,2339,398
JONATAN,M,2333,700
EDWIN,M,2321,1183
ALBIN,M,2318,2622
LIAM,M,2307,367
MOHAMED,M,2294,587
DAVIT,M,2293,2
KASPER,M,2264,988
CHRISTOPHER,M,2256,1457
ADOLF,M,2226,2053
VINCENT,M,2198,822
MAXIM,M,2195,63
WALTER,M,2195,1614
ARSENII,M,2167,0
PHILIP,M,2160,571
HEORHII,M,2143,4
MIHAIL,M,2134,14
ZIEMOWIT,M,2130,1344
DAMIR,M,2121,15
ANDREAS,M,2101,1024
TYTUS,M,2101,1247
MANFRED,M,2096,654
VITALIY,M,2091,4
KRYSPIN,M,2086,799
MYKHAYLO,M,2085,6
RAFAEL,M,2071,1030
JONATHAN,M,2060,493
JOSE,M,2060,1338
LUIS,M,2050,923
OSTAP,M,2027,13
HELMUT,M,2012,718
MARCO,M,2002,297
MAKS,M,1987,468
MUHAMMAD,M,1948,148
ANATOLI,M,1947,13
LUKA,M,1939,89
CARLOS,M,1933,983
VIACHASLAU,M,1933,0
FEDIR,M,1922,2
ALFONS,M,1920,2098
YAHOR,M,1918,0
ALEXANDRU,M,1916,86
WILLIAM,M,1904,1641
SERGIY,M,1901,3
VADIM,M,1898,24
SIMON,M,1896,558
LEONARDO,M,1894,427
RICHARD,M,1887,1498
WERNER,M,1845,900
KSAWIER,M,1842,252
GINTER,M,1839,730
VASILI,M,1817,0
SERHIY,M,1816,2
DEMIAN,M,1813,23
IRAKLI,M,1813,0
MEHMET,M,1806,96
NICHOLAS,M,1768,606
LUCAS,M,1753,566
TEOFIL,M,1748,3614
ANTONIO,M,1747,1641
ERIK,M,1747,340
KANSTANTSIN,M,1746,0
DIEGO,M,1709,282
PATRYCJUSZ,M,1699,768
MYRON,M,1684,8
BRIAN,M,1674,373
DMITRII,M,1663,0
JAMES,M,1635,2756
ELIASZ,M,1623,810
STANISLAU,M,1621,3
DANIL,M,1588,4
VASILE,M,1586,41
KYRYL,M,1569,0
RUSTAM,M,1563,3
AHMED,M,1562,571
ANDREW,M,1554,1562
LUKAS,M,1550,604
MOHAMMAD,M,1546,118
ERIC,M,1533,425
LECHOSŁAW,M,1514,672
KLEMENS,M,1511,2833
KASJAN,M,1496,283
WALERIAN,M,1483,2229
KOSMA,M,1476,1002
NICOLAE,M,1476,60
SERGEI,M,1474,6
AARON,M,1455,424
AMIR,M,1438,122
JOSEPH,M,1431,2629
CRISTIAN,M,1426,132
FRANK,M,1399,473
ROCH,M,1397,3156
NOAH,M,1388,370
DENNIS,M,1384,196
ARTHUR,M,1381,605
MUSTAFA,M,1374,166
MARKUS,M,1369,414
ILIA,M,1367,12
DOMINIC,M,1341,287
SEMEN,M,1338,13
LASHA,M,1333,0
YAUHEN,M,1331,0
WAWRZYNIEC,M,1327,4723
HERMAN,M,1325,582
LEVAN,M,1325,0
SERGEY,M,1322,4
PLATON,M,1305,6
DUMITRU,M,1290,26
MARIO,M,1286,579
OMAR,M,1278,264
JACENTY,M,1275,1216
SERGIU,M,1274,3
JAROMIR,M,1271,566
HENRY,M,1265,971
SAMIR,M,1264,150
LONGIN,M,1258,1135
LUCA,M,1247,211
HORST,M,1243,462
RODION,M,1243,3
GHEORGHE,M,1234,32
BRAYAN,M,1230,102
MANUEL,M,1228,1367
FERDYNAND,M,1220,1325
MOHAMMED,M,1218,266
RADOMIR,M,1205,429
JORGE,M,1197,316
KIRILL,M,1186,5
MATTEO,M,1145,124
AHMET,M,1134,65
DIONIZY,M,1130,1096
JORDAN,M,1130,484
JOSHUA,M,1127,340
FELIX,M,1124,389
GEORGE,M,1119,937
OLEKSIY,M,1117,4
RYAN,M,1105,302
ROGER,M,1099,678
HENADZI,M,1094,0
CONSTANTIN,M,1088,106
FRANCESCO,M,1085,222
EDGAR,M,1083,460
ZURAB,M,1083,0
NIKA,M,1080,0
IAN,M,1076,388
NICOLAI,M,1076,27
MAMUKA,M,1075,0
IEVGEN,M,1069,0
ELIGIUSZ,M,1065,936
ANATOLIY,M,1057,0
GERHARD,M,1057,559
PASCAL,M,1056,352
NATHANIEL,M,1053,185
WIT,M,1047,1254
ALEKSEI,M,1044,2
KAI,M,1044,189
ZAZA,M,1039,3
VALENTIN,M,1034,197
ALESSANDRO,M,1029,118
ŁUCJAN,M,1027,1317
ANDREY,M,1025,64
KONSTANTIN,M,1018,77
MIGUEL,M,1014,995
IZYDOR,M,1003,2607
ROBERTO,M,998,304
EWALD,M,997,528
ALEXANDRE,M,988,420
GOCHA,M,983,0
IVO,M,983,176
ALEKSANDRE,M,982,4
ALLAN,M,975,210
BRYAN,M,975,137
ALEJANDRO,M,964,1088
PABLO,M,964,438
BORIS,M,962,73
RICARDO,M,956,402
MURAT,M,950,66
ZACHARY,M,947,179
DMYTRII,M,946,0
BEKA,M,943,0
KARIM,M,941,180
MARKIIAN,M,940,3
DMITRI,M,934,3
AUGUST,M,933,1880
EGOR,M,921,0
VEACESLAV,M,920,0
GNIEWOMIR,M,919,290
ALEXEI,M,917,8
IBRAHIM,M,915,317
JAKOB,M,914,266
SERGIO,M,913,126
IAROSLAV,M,911,0
DMITRY,M,906,6
PEDRO,M,901,269
MICHAL,M,890,440
HASAN,M,878,134
KRISTIAN,M,871,159
ELDAR,M,870,5
ZBYSŁAW,M,865,381
COLIN,M,864,161
ANDRES,M,860,1804
CYRYL,M,859,796
VALERIY,M,856,2
HLEB,M,855,0
JOEL,M,855,310
BAZYLI,M,852,681
VSEVOLOD,M,844,0
SANTIAGO,M,838,340
ARTSEM,M,829,0
KLAUS,M,829,326
JUSTIN,M,825,193
ANDREA,M,823,107
RUBEN,M,823,188
EDUARDO,M,821,858
JAVIER,M,821,998
VITALIE,M,821,0
VALIANTSIN,M,814,0
MATVIY,M,813,3
WOLFGANG,M,813,433
DAN,M,812,97
LEANID,M,805,0
TOM,M,801,120
MAXYMILIAN,M,793,167
DYLAN,M,788,121
PETR,M,788,11
FRANCISCO,M,786,394
RONALD,M,786,304
PHILIPP,M,785,157
IWAN,M,783,151
TEO,M,783,91
AMIT,M,782,24
BOGUSZ,M,781,454
FERNANDO,M,780,775
MATTHIAS,M,777,200
ALBERTO,M,770,1219
TORNIKE,M,770,0
DYMITR,M,769,310
DAVITI,M,768,0
EMMANUEL,M,767,453
TOBIAS,M,761,177
RENAT,M,760,6
YARASLAU,M,756,0
GUY,M,755,100
GIUSEPPE,M,745,170
FABIO,M,743,84
TIMOTHY,M,743,187
YUSUF,M,739,98
TRISTAN,M,737,197
AURELIUSZ,M,728,780
GELA,M,728,0
ARMEN,M,727,21
MD,M,721,4
ISMAIL,M,720,98
NIKOLOZ,M,719,0
AHMAD,M,718,228
ETHAN,M,713,156
PETRU,M,713,24
STEVEN,M,708,423
TSIMAFEI,M,708,0
LOUIS,M,707,466
BARTEK,M,706,162
LUBOMIR,M,706,537
THEO,M,703,104
HANS,M,701,261
MARCUS,M,700,231
ABDUL,M,699,99
KASPIAN,M,699,116
JEAN,M,698,578
ZBYSZEK,M,698,391
GIOVANNI,M,697,195
AXEL,M,693,215
MIROSLAV,M,693,25
TOMAS,M,693,183
ARMIN,M,685,190
CHARLES,M,683,754
ALEXEY,M,681,0
ANGELO,M,677,322
CHRISTOPH,M,677,340
FEDERICO,M,677,118
NOEL,M,676,231
MARC,M,675,273
DONAT,M,667,487
MIKHEIL,M,667,0
DANILO,M,666,67
NESTOR,M,663,136
MARAT,M,661,3
IURIE,M,659,0
MUHAMMED,M,659,30
JASON,M,658,227
JACK,M,657,325
LEVANI,M,657,0
WINCENT,M,653,182
GNIEWKO,M,650,320
NIKOLAI,M,650,46
BONIFACY,M,648,1014
OMER,M,642,25
VALERIU,M,641,2
MATSVEI,M,638,0
NICO,M,638,80
ZACHARIASZ,M,628,423
MICHEL,M,627,475
CASPER,M,624,90
KURT,M,624,394
LORENZO,M,619,109
EVGENII,M,618,0
VASIL,M,617,5
DIETER,M,615,454
KARL,M,615,465
MIKE,M,615,112
STEPHEN,M,615,357
DAVIDE,M,610,46
JOSEF,M,608,1278
ARKADII,M,607,0
ELIAS,M,605,325
SHOTA,M,604,0
GLEB,M,603,5
FRANEK,M,598,85
PATRIK,M,598,125
YEVGEN,M,598,0
ARTIOM,M,596,5
ALISHER,M,594,0
MATEO,M,594,124
NIKO,M,593,84
RAYAN,M,589,50
YAKIV,M,587,0
ARSENI,M,586,3
DANILA,M,583,0
EMRE,M,582,302
JOHANNES,M,577,732
KOBA,M,575,0
PAATA,M,574,0
BEN,M,567,88
ROBIN,M,566,147
GUSTAVO,M,561,205
ÖMER,M,560,23
ANATOLIE,M,558,0
ABDULLAH,M,553,110
CHRYSTIAN,M,551,291
MARIUS,M,550,189
KAREN,M,548,8
NIKOLAY,M,546,9
LUKIAN,M,544,2
ZBYSZKO,M,543,312
ELVIN,M,541,3
JURIJ,M,541,31
MARCELO,M,539,170
ALON,M,538,17
EUZEBIUSZ,M,536,746
VALERI,M,536,0
FELICJAN,M,535,545
ARMAN,M,532,31
LEW,M,530,630
DIMITRI,M,529,30
HARALD,M,529,177
VYACHESLAV,M,529,0
ILLYA,M,527,0
BASTIAN,M,525,114
OLEKSANDER,M,524,3
YEGOR,M,522,0
HORDII,M,520,0
ANDRIAN,M,519,2
AVTANDIL,M,519,0
ANDRÉ,M,518,401
BENON,M,517,418
GIA,M,516,7
GEORG,M,515,551
MICHELE,M,515,66
ARTEMII,M,513,0
BRANDON,M,513,144
HERONIM,M,511,478
JESUS,M,509,297
JONAS,M,508,110
MALKHAZ,M,506,0
SHALVA,M,505,0
VENIAMIN,M,505,0
GREGORY,M,504,326
YOSYP,M,504,3
EMIR,M,502,76
RAUL,M,502,150
KRZESIMIR,M,501,255
PAOLO,M,498,166
IEVGENII,M,496,0
ROY,M,496,148
TEMUR,M,494,3
IDO,M,493,3
YUVAL,M,492,7
PHILIPPE,M,491,238
HLIEB,M,488,0
JOSÉ,M,488,447
VIOREL,M,487,15
WALERY,M,487,334
SEAN,M,486,190
JAROSLAV,M,484,10
MARTYN,M,483,93
HARRY,M,482,251
TYCJAN,M,481,276
TOMÁŠ,M,477,4
RODRIGO,M,476,114
FELIPE,M,473,621
ZURABI,M,472,0
JHON,M,469,11
GEORGIOS,M,462,67
GIGA,M,461,0
LARS,M,461,112
NOAM,M,460,18
RAMIN,M,460,5
ALİ,M,459,105
CLAUDIO,M,459,89
IURI,M,459,2
OSMAN,M,458,73
ZVIAD,M,457,0
JUSTYN,M,456,560
TEIMURAZ,M,456,0
RAPHAEL,M,455,172
MAKARY,M,454,334
MARIN,M,451,22
YULIAN,M,450,8
GENNADII,M,449,0
ORKHAN,M,449,0
WITALIJ,M,449,10
TOMER,M,448,3
DMITRIY,M,447,0
SVEN,M,447,82
BADRI,M,446,2
PHILLIP,M,444,159
DMITRO,M,442,0
ANAR,M,440,2
MERT,M,440,170
NARCYZ,M,440,568
ISLAM,M,439,94
SAMBOR,M,439,198
MURAD,M,438,14
YOAV,M,438,9
HAMZA,M,436,48
MIHAI,M,436,60
ONUR,M,436,66
VASILII,M,436,0
ANIL,M,435,74
KAKHABER,M,435,0
EYAL,M,434,12
NOE,M,434,214
OTTO,M,433,511
RAMAZAN,M,433,15
SIMONE,M,433,33
JURAND,M,432,302
TIM,M,431,52
WIACZESŁAW,M,431,15
RAMIL,M,429,3
WADIM,M,429,94
SERAFIN,M,428,352
ZINOVII,M,428,0
ELNUR,M,427,0
BARYS,M,424,0
BURAK,M,424,120
CEZARIUSZ,M,424,141
ALEKSANDAR,M,422,8
JANUARY,M,421,378
MAXIME,M,421,71
RAJNOLD,M,421,177
HILARY,M,420,430
STEFANO,M,420,42
ANGEL,M,418,529
DENIZ,M,417,93
TAMAZ,M,417,0
HEINZ,M,416,391
FARID,M,415,50
ITAY,M,415,6
PIERRE,M,415,522
KAKHA,M,413,0
NIKOLA,M,412,39
XAWERY,M,411,159
AZAMAT,M,408,0
REINHOLD,M,407,181
FRANCIS,M,406,634
JOHAN,M,406,210
JOÃO,M,404,67
DARIUS,M,403,133
JEFFREY,M,403,82
ARTOM,M,402,0
JEREMY,M,402,113
RICCARDO,M,402,37
OKTAWIUSZ,M,401,230
KHVICHA,M,399,0
GRIGORE,M,397,5
VLADIMER,M,397,0
ZAUR,M,397,0
ABRAHAM,M,396,218
ZAKHARII,M,396,0
USTYM,M,394,0
AKAKI,M,393,0
ANTONY,M,393,171
MAHMOUD,M,393,122
STANISLAW,M,393,640
TSIMUR,M,393,0
MATHIAS,M,392,132
VITAL,M,392,5
ALEK,M,391,62
AZIZ,M,391,67
KOSTYANTYN,M,391,0
MARCOS,M,391,82
OLEK,M,391,51
TYKHON,M,391,0
SAVELII,M,390,0
STSIAPAN,M,390,0
ANDRE,M,389,302
SAMI,M,389,85
ANTOINE,M,387,199
NORMAN,M,387,215
SABA,M,386,0
ALVARO,M,385,47
EUGENIU,M,385,0
RAHUL,M,385,22
ULUGBEK,M,385,0
KAMAL,M,384,68
THEODORE,M,384,111
EVGHENI,M,383,0
ARIAN,M,382,65
DARIO,M,381,262
MATIAS,M,381,144
GIVI,M,380,0
TAL,M,379,8
JUREK,M,378,222
ORI,M,378,7
ASLAN,M,377,30
MUHAMMET,M,377,10
SANDRO,M,377,45
VĂN,M,377,108
GABRIELE,M,376,33
JAIME,M,376,67
YUNUS,M,375,21
HEORHI,M,374,0
LUKE,M,373,193
ROMEO,M,373,119
TYMOFIY,M,372,0
TURAL,M,371,0
ELCHIN,M,370,0
RINAT,M,370,0
FIODAR,M,369,0
NURLAN,M,369,0
ROSTISLAV,M,369,2
TENGIZ,M,369,0
SYLWERIUSZ,M,368,230
CONRAD,M,367,170
WIEŃCZYSŁAW,M,367,286
GILBERT,M,365,173
SAID,M,365,94
TYBERIUSZ,M,365,226
IDZI,M,364,856
RYHOR,M,364,0
GWIDON,M,363,373
ANDREJ,M,361,29
JENS,M,361,46
MERAB,M,361,0
ISAAC,M,360,245
MOHAMAD,M,360,36
RAMAZ,M,360,0
DOBROMIR,M,359,344
MUSA,M,359,32
KONSTANTYN,M,357,106
ENGELBERT,M,356,170
HAKAN,M,356,55
PAULO,M,356,125
YOUSSEF,M,356,56
ANDRIJ,M,355,11
DMITRIJ,M,355,10
GURAM,M,355,0
DANIELE,M,353,30
EWARYST,M,353,315
FIODOR,M,350,23
DITER,M,349,131
GERMAN,M,348,57
AMIRAN,M,345,0
REINHARD,M,345,74
ISTVÁN,M,344,51
JULIO,M,344,83
MOSHE,M,342,277
WASYL,M,342,73
GHENADIE,M,340,0
GREGOR,M,340,247
EMIN,M,339,60
ZENOBIUSZ,M,339,240
JÜRGEN,M,336,269
NATANAEL,M,336,108
VAKHTANG,M,336,0
EVGHENII,M,335,0
ARMAND,M,334,172
HASSAN,M,333,191
RAJNARD,M,333,54
JOHANN,M,332,440
MAURICIO,M,332,270
RON,M,332,24
EUGEN,M,331,94
ISRAEL,M,331,179
STANLEY,M,331,445
BESIK,M,330,0
NADAV,M,330,6
YEVGENIY,M,330,0
AZIZBEK,M,329,0
RALF,M,329,68
DANYL,M,328,0
BAHDAN,M,327,0
JOZEF,M,327,651
WITALIS,M,327,184
KRYSTYN,M,326,278
TADEI,M,326,6
EVGENY,M,325,0
GEORGII,M,325,0
NELSON,M,325,71
RAMESH,M,325,47
GEORGI,M,323,20
IHNAT,M,323,0
MASSIMO,M,323,48
RADU,M,323,10
DEEPAK,M,321,29
GLIB,M,321,0
NICOLÁS,M,320,147
SALVATORE,M,320,101
JULIEN,M,319,141
RAJESH,M,319,36
İBRAHİM,M,319,63
APOLINARY,M,318,518
CESAR,M,318,218
KONSTANTINOS,M,318,38
SERDAR,M,318,23
ARMANDO,M,317,284
MIKOLAJ,M,317,154
ZAHAR,M,317,3
FLORIN,M,316,59
GNIEWOSZ,M,316,137
MANOJ,M,316,21
MILO,M,316,51
NODAR,M,315,0
HEKTOR,M,314,149
OMRI,M,314,3
RADEK,M,314,85
NIKOLAOS,M,312,41
VLAD,M,312,12
FURKAN,M,311,123
ENES,M,310,67
KAJ,M,310,77
GOGA,M,309,0
SHERZOD,M,309,0
VUSAL,M,309,0
NIR,M,308,6
SANTOSH,M,308,23
HÜSEYİN,M,307,29
RUFIN,M,307,314
SYLWIUSZ,M,307,150
MARLON,M,306,29
GAL,M,305,8
MAURO,M,305,34
PRAKASH,M,305,108
SIERGIEJ,M,305,9
DIMITRIOS,M,304,32
IVANE,M,304,0
NICHITA,M,304,0
NICOLA,M,304,55
ARAM,M,303,35
CHARLIE,M,303,52
KENNETH,M,303,183
LOGAN,M,303,100
VINCENZO,M,303,54
WINICJUSZ,M,303,315
MARVIN,M,302,38
OSWALD,M,302,275
DILSHOD,M,301,0
ENRICO,M,301,47
KRISHNA,M,301,152
LUDOMIR,M,301,407
SUNIL,M,300,30
CARLO,M,299,115
ADEM,M,298,31
CHRISTOPHE,M,298,149
LUIGI,M,298,97
JAREMA,M,297,330
THEODOR,M,297,124
ILIE,M,296,13
KAMRAN,M,295,12
KANAN,M,295,0
RASHAD,M,295,7
ALESSIO,M,294,27
TUDOR,M,294,9
UWE,M,294,112
DARII,M,293,0
IOANNIS,M,293,23
OLES,M,293,0
PIETRO,M,293,62
PYLYP,M,292,0
RENE,M,292,237
DASTIN,M,291,36
MATVEY,M,291,0
BERND,M,289,105
IMRAN,M,289,45
SERGO,M,289,0
IGNACIO,M,288,339
TIGRAN,M,288,11
VAN,M,288,39
ADIL,M,287,25
DIRK,M,287,78
GUILLERMO,M,287,164
KHALED,M,286,77
URI,M,286,14
YELYSEI,M,286,0
ARCHIL,M,285,0
ELSHAN,M,285,0
GORAN,M,285,46
MAGOMED,M,284,8
MARYAN,M,283,0
NUGZAR,M,283,0
ADNAN,M,282,61
CHRISTOS,M,282,36
ENRIQUE,M,282,974
OTAR,M,282,0
ZVIADI,M,282,0
AMIN,M,280,89
EMILIO,M,280,167
YONATAN,M,279,13
DATO,M,277,0
JÖRG,M,277,67
MARSEL,M,277,14
SVYATOSLAV,M,277,0
WOJTEK,M,276,114
HECTOR,M,275,45
ARUN,M,274,32
ENZO,M,274,82
RAMI,M,274,40
TIAGO,M,274,48
ARJUN,M,273,22
EVAN,M,273,81
STEPHAN,M,273,96
LIOR,M,272,17
YAREMA,M,272,3
IDAN,M,271,10
BERNHARD,M,269,179
FRANCO,M,269,65
ILAN,M,269,23
WITOSŁAW,M,269,124
ALEXIS,M,268,242
ASHOT,M,268,6
KEMAL,M,268,99
KILIAN,M,268,64
MATTIA,M,268,21
VUGAR,M,268,0
ILIAS,M,267,18
SERKAN,M,267,25
ITAMAR,M,266,11
IULIAN,M,266,31
BRAIAN,M,265,41
GAWEŁ,M,265,152
LUCIANO,M,265,78
RASIM,M,265,5
AMBROŻY,M,264,585
JABA,M,264,0
AKIM,M,263,9
BILAL,M,263,44
JÁNOS,M,263,38
TARIEL,M,263,0
IOSEB,M,262,0
JULIUS,M,262,120
FRANZ,M,261,398
PAWEL,M,261,485
ALEKSI,M,259,23
MATHIEU,M,259,62
MIKAEL,M,259,160
REVAZ,M,259,0
YURI,M,259,6
BAKHTIYOR,M,258,0
GERALD,M,258,163
IOAN,M,258,76
OTABEK,M,258,0
SERAFYM,M,258,0
VAZHA,M,257,0
GRYGORII,M,256,0
RENÉ,M,256,141
ALEKSANDRS,M,255,2
IBRAGIM,M,255,2
MEDARD,M,255,307
RAINER,M,255,99
GUIDO,M,254,55
SAMVEL,M,254,4
TEMURI,M,254,0
VALENTINO,M,254,97
APOLONIUSZ,M,253,378
MAIK,M,253,38
HIPOLIT,M,252,584
TIMOFEI,M,252,0
TONY,M,252,70
HENRIK,M,250,155
JONI,M,250,4
GUSTAV,M,249,147
LILIAN,M,249,9
MANUCHAR,M,249,0
JAKHONGIR,M,248,0
SANDEEP,M,248,14
ZAKARIA,M,248,34
ABEL,M,247,101
ARTYOM,M,247,0
BERNARDO,M,247,91
ASAF,M,246,17
GOGITA,M,246,0
LEU,M,246,0
NIJAT,M,246,0
GÜNTER,M,245,183
HEINRICH,M,245,323
KONSTIANTYN,M,245,0
MALIK,M,245,72
MATVEI,M,245,0
OR,M,245,20
RAM,M,245,146
DINESH,M,244,19
GENNADIY,M,243,0
KHALID,M,243,43
MAXIMILLIAN,M,243,52
NUKRI,M,243,0
SYED,M,243,21
TOMMY,M,243,34
UMAR,M,243,20
CARL,M,242,129
NAZARIY,M,242,0
THIAGO,M,242,20
YASIN,M,242,49
AKHMED,M,241,3
SAGAR,M,241,14
ILGAR,M,240,0
ADRIANO,M,239,44
GEVORG,M,239,4
GÖKHAN,M,239,25
MAGNUS,M,239,198
MIKHEILI,M,239,0
TOMÁS,M,239,52
RENATO,M,238,57
TIMOFEY,M,238,0
ABHISHEK,M,237,11
GANESH,M,237,27
SCOTT,M,236,281
DOMENICO,M,235,47
FATİH,M,235,43
FREDERICK,M,235,185
MICHAIL,M,235,23
ALEKSEY,M,234,5
CAN,M,234,556
ORHAN,M,234,29
SOLOMON,M,234,69
OYBEK,M,233,0
SIAMION,M,233,0
SOBIESŁAW,M,233,353
UMUT,M,233,30
BESIKI,M,232,0
IOSIF,M,232,17
MANSUR,M,232,12
ORLANDO,M,232,179
ISA,M,231,15
LAURENT,M,231,106
OTARI,M,231,2
RAN,M,231,12
FARRUKH,M,230,0
LYUBOMYR,M,230,0
ANVAR,M,229,0
EDVARD,M,229,16
JASPER,M,229,48
SHUKHRAT,M,229,0
DOBIESŁAW,M,228,229
DORIN,M,228,9
EREN,M,228,116
RAYMOND,M,228,203
ELGUJA,M,227,0
ERAN,M,227,4
GURAMI,M,227,0
LEANDRO,M,227,112
VLADLEN,M,227,0
ALEXANDROS,M,226,30
ARIF,M,226,46
BAZYL,M,226,25
GIL,M,225,30
KENAN,M,225,15
DONALD,M,224,154
ERICH,M,224,197
ILYAS,M,224,21
KYLE,M,224,56
İSMAİL,M,224,7
AZAT,M,222,6
DANNY,M,222,32
GUILLAUME,M,222,55
RAJAN,M,222,31
ADRIEN,M,220,55
DOBROSŁAW,M,220,259
HENADZ,M,220,0
MINH,M,220,128
TONI,M,220,50
BARIŞ,M,219,30
DAMIEN,M,219,47
MALKHAZI,M,219,0
NIKOLOZI,M,219,0
PASKAL,M,219,67
EVGENIY,M,218,2
MAKARII,M,218,0
SHAMIL,M,218,2
NILS,M,217,53
SURESH,M,217,32
TAMAZI,M,217,0
EITAN,M,216,20
EUGENE,M,216,120
MAHMUT,M,216,7
SALIM,M,216,67
AIDEN,M,215,38
LUCJUSZ,M,215,191
NEIL,M,215,116
TAREK,M,215,43
CHRIS,M,214,91
TIMO,M,214,25
ARI,M,213,44
GRIGORII,M,213,0
MODEST,M,213,263
ATTILA,M,212,64
FILIPPO,M,212,20
MIKHAILO,M,212,0
RADZISŁAW,M,212,92
ULRICH,M,212,119
WILSON,M,212,44
DANTE,M,211,85
EMANUELE,M,211,34
ZORAN,M,211,15
BOŻYDAR,M,210,1306
CAMILO,M,210,434
ELMAR,M,210,13
MIRZA,M,210,15
GIACOMO,M,209,24
MASON,M,209,36
ALAIN,M,208,141
DRAGAN,M,208,18
ISMAEL,M,208,79
LIONEL,M,208,108
MILOŠ,M,208,0
ZENOVII,M,208,0
ARSLAN,M,207,12
ESTEBAN,M,207,338
OCTAVIAN,M,207,25
YAIR,M,207,44
ERHARD,M,206,75
GONZALO,M,206,52
KHASAN,M,206,0
NIKLAS,M,206,48
RAJU,M,206,54
ROVSHAN,M,206,0
SAJMON,M,206,45
AJAY,M,205,10
AVRAHAM,M,205,134
GIANLUCA,M,205,13
MATEI,M,205,15
MYKHAIL,M,205,0
OREN,M,205,7
SŁAWEK,M,205,97
ANDERSON,M,204,56
JAMAL,M,204,79
JIŘÍ,M,204,4
SHAY,M,204,25
ADEL,M,203,71
ELI,M,203,80
FEDOR,M,203,7
MIŁOSŁAW,M,203,138
NIKOS,M,203,55
SURAJ,M,203,2
VISHNU,M,203,13
YANN,M,203,83
ALIM,M,202,8
ELVIS,M,202,56
JAMIE,M,202,47
RADION,M,202,0
RÓBERT,M,202,11
SOSO,M,202,0
AKMAL,M,201,2
RAVI,M,201,24
VITALY,M,201,0
BEKZOD,M,200,0
ELAD,M,200,3
ILKIN,M,200,0
MATE,M,200,5
SERGEJ,M,200,6
SUMAN,M,200,0
GÁBOR,M,199,31
PETAR,M,199,7
WLADYSLAW,M,199,127
ZVI,M,199,105
ASIF,M,198,30
DACJAN,M,198,38
GRIGORI,M,198,0
RASHID,M,198,40
YEVHENIY,M,198,0
BARNABA,M,197,419
CEZAR,M,197,297
DEMYD,M,197,0
KAAN,M,197,138
MATVIEI,M,197,0
CELESTYN,M,196,303
EZEQUIEL,M,196,343
ADI,M,195,43
ANZOR,M,195,0
EMZAR,M,195,0
GUILHERME,M,195,43
JUN,M,195,36
MARIANO,M,195,73
TOMMASO,M,195,17
WEI,M,195,16
KONSTANTINE,M,194,2
ANTEK,M,193,22
FATIH,M,193,48
MATAN,M,193,8
MIRASLAU,M,193,2
SARDORBEK,M,193,0
SEVERYN,M,193,14
GHEORGHI,M,192,0
SERGEJS,M,192,0
MEHDI,M,191,42
ZOLTÁN,M,191,33
FUAD,M,190,9
JANIS,M,190,32
JEGOR,M,190,2
LÁSZLÓ,M,190,53
MUZAFFAR,M,190,3
RASUL,M,190,4
YAKUP,M,190,20
AUREL,M,189,28
GOTFRYD,M,189,118
GENADI,M,188,2
GIORGIO,M,188,36
SANJAY,M,188,48
BAYRAM,M,187,10
DUSTIN,M,187,27
JUAN CARLOS,M,187,0
TAMERLAN,M,187,5
NODARI,M,186,0
STEFFEN,M,186,35
ALFREDO,M,185,233
FERHAT,M,185,11
LUKÁŠ,M,185,4
MAHESH,M,185,32
OLEXANDR,M,185,0
SAMSON,M,185,68
ARIE,M,184,90
AVIV,M,184,9
BAKHODIR,M,184,0
DIMITAR,M,184,5
EMRAH,M,184,5
LUCIAN,M,184,47
SAMUIL,M,184,3
SULTAN,M,184,19
ELLIOT,M,183,72
MAKSAT,M,183,0
ROLF,M,183,60
TIBOR,M,183,38
ARDA,M,182,72
LOTAR,M,182,61
MERABI,M,182,0
OZAN,M,182,41
SELIM,M,182,67
WALID,M,182,34
AKHIL,M,181,3
ASHISH,M,181,14
JÁN,M,181,15
YASSINE,M,181,29
ZACHAR,M,181,4
BATUHAN,M,180,29
DAMAZY,M,180,243
DEAN,M,180,109
DOMINIQUE,M,180,101
MASSIMILIANO,M,180,25
RAFIK,M,180,12
YOSEF,M,180,139
EDHAR,M,179,0
GARY,M,179,55
KIRILO,M,179,0
QUANG,M,179,72
HÜSEYIN,M,178,24
JEMAL,M,178,6
SÉBASTIEN,M,178,45
ZAFAR,M,178,9
ANDREJS,M,177,0
HAYK,M,177,3
MIRKO,M,177,23
NAREK,M,177,0
SPARTAK,M,177,0
ANDY,M,176,65
IMEDA,M,176,0
MINDIA,M,176,0
ROHIT,M,176,11
VISHAL,M,176,11
ANDRANIK,M,175,8
JAROSLAW,M,175,76
RAMIZ,M,175,4
SÜLEYMAN,M,175,7
URBAN,M,175,596
VARDAN,M,175,0
WILLI,M,175,176
AKASH,M,174,11
DOR,M,174,8
SHAHAR,M,174,0
SHLOMO,M,174,106
ARSENIY,M,173,2
JĀNIS,M,173,6
MATVIJ,M,173,0
TAMÁS,M,173,34
DEJAN,M,172,20
GASPAR,M,172,62
JACQUES,M,172,228
